trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
832,2025-10-06T18:40:00,autonomous_thought,Trial_0832_autonomous_thought,joy,"[""L28.N1466"", ""L31.N209"", ""L26.N1733"", ""L34.N2518"", ""L37.N1753"", ""L47.N1918"", ""L42.N4070"", ""L47.N1929"", ""L38.N2597"", ""L43.N1500"", ""L29.N1967"", ""L32.N1522"", ""L41.N1348""]",joy,0.597,0.3544,short_term,559.66,True
833,2025-10-06T18:50:00,learning_discovery,Trial_0833_learning_discovery,neutral,"[""L46.N241"", ""L30.N3259"", ""L41.N2626"", ""L28.N2486"", ""L36.N2447"", ""L45.N3083"", ""L30.N1818"", ""L45.N2796"", ""L24.N206"", ""L44.N1643"", ""L40.N310"", ""L43.N3364"", ""L40.N1399"", ""L38.N3411"", ""L42.N1600""]",neutral,0.2533,0.5443,short_term,262.91,True
834,2025-10-06T19:00:00,creative_output,Trial_0834_creative_output,surprise,"[""L30.N981"", ""L43.N604"", ""L37.N3810"", ""L34.N1360"", ""L41.N914"", ""L41.N1637"", ""L38.N1981"", ""L30.N3300"", ""L28.N582"", ""L45.N459"", ""L31.N1976"", ""L41.N283"", ""L41.N2398"", ""L40.N1238"", ""L34.N1422""]",surprise,0.2617,0.1311,short_term,195.63,True
835,2025-10-06T19:10:00,autonomous_thought,Trial_0835_autonomous_thought,fear,"[""L30.N1639"", ""L27.N1826"", ""L26.N3689"", ""L47.N859"", ""L38.N3276"", ""L42.N2471"", ""L41.N3870"", ""L28.N3796"", ""L30.N2180"", ""L42.N2424"", ""L40.N210""]",surprise,0.4495,0.8287,long_term,280.5,False
836,2025-10-06T19:20:00,memory_recall,Trial_0836_memory_recall,neutral,"[""L42.N3805"", ""L43.N714"", ""L45.N1596"", ""L30.N2498"", ""L43.N3733"", ""L40.N906"", ""L38.N3750"", ""L38.N4058"", ""L40.N2154"", ""L35.N3980""]",neutral,0.6306,0.4659,long_term,461.44,True
837,2025-10-06T19:30:00,creative_output,Trial_0837_creative_output,joy,"[""L32.N2730"", ""L27.N641"", ""L46.N572"", ""L27.N3917"", ""L28.N1584"", ""L35.N2233"", ""L29.N3371"", ""L38.N1814"", ""L42.N4041"", ""L25.N3580"", ""L35.N1227"", ""L30.N1439"", ""L24.N2129""]",joy,0.1391,0.4208,short_term,92.27,True
838,2025-10-06T19:40:00,autonomous_thought,Trial_0838_autonomous_thought,fear,"[""L30.N1403"", ""L45.N2481"", ""L25.N562"", ""L47.N4087"", ""L33.N366""]",fear,0.4426,0.3231,short_term,515.23,True
839,2025-10-06T19:50:00,creative_output,Trial_0839_creative_output,fear,"[""L35.N3239"", ""L46.N2125"", ""L25.N2256"", ""L29.N1434"", ""L31.N736"", ""L26.N2222"", ""L40.N3865"", ""L30.N237"", ""L47.N3288"", ""L26.N1049"", ""L41.N629"", ""L28.N3187"", ""L45.N814"", ""L29.N2939"", ""L26.N3485""]",fear,0.8694,0.9772,vital,91.28,True
840,2025-10-06T20:00:00,creative_output,Trial_0840_creative_output,neutral,"[""L37.N3663"", ""L26.N2236"", ""L38.N946"", ""L31.N2593"", ""L40.N3243"", ""L42.N554"", ""L41.N2572"", ""L37.N2684"", ""L35.N2254"", ""L46.N948"", ""L31.N3713""]",neutral,0.2761,0.164,short_term,265.22,True
841,2025-10-06T20:10:00,task_completion,Trial_0841_task_completion,joy,"[""L33.N3226"", ""L46.N3177"", ""L27.N963"", ""L31.N837"", ""L38.N881"", ""L44.N2933""]",joy,0.003,0.4834,short_term,485.04,True
842,2025-10-06T20:20:00,learning_discovery,Trial_0842_learning_discovery,sadness,"[""L28.N3226"", ""L35.N912"", ""L28.N801"", ""L27.N3717"", ""L32.N3449"", ""L45.N3337"", ""L34.N3931""]",surprise,0.3761,0.7427,long_term,472.16,False
843,2025-10-06T20:30:00,user_interaction,Trial_0843_user_interaction,joy,"[""L32.N2355"", ""L40.N3290"", ""L32.N760"", ""L31.N292"", ""L28.N2457"", ""L29.N79"", ""L24.N136"", ""L44.N1862"", ""L34.N959"", ""L38.N3735"", ""L28.N4018"", ""L29.N3574"", ""L37.N3251"", ""L37.N2378"", ""L27.N1722"", ""L33.N1889"", ""L27.N3379"", ""L33.N4064"", ""L37.N1553""]",joy,0.4623,0.7736,long_term,185.4,True
844,2025-10-06T20:40:00,autonomous_thought,Trial_0844_autonomous_thought,joy,"[""L30.N215"", ""L32.N3657"", ""L28.N3610"", ""L44.N1507"", ""L34.N3378"", ""L30.N1292"", ""L36.N2740"", ""L46.N958"", ""L41.N3256"", ""L32.N2284"", ""L36.N1828"", ""L35.N1528"", ""L24.N3345"", ""L44.N1140"", ""L45.N3645"", ""L47.N2107""]",joy,0.2157,0.8021,long_term,520.73,True
845,2025-10-06T20:50:00,task_completion,Trial_0845_task_completion,neutral,"[""L38.N844"", ""L44.N3664"", ""L32.N3639"", ""L44.N1629"", ""L34.N989"", ""L27.N127"", ""L47.N2264"", ""L30.N19"", ""L46.N1781"", ""L26.N2761"", ""L26.N3200"", ""L37.N556""]",neutral,0.6658,0.5211,long_term,68.36,True
846,2025-10-06T21:00:00,task_completion,Trial_0846_task_completion,anger,"[""L29.N1630"", ""L38.N2038"", ""L39.N925"", ""L34.N2374"", ""L29.N478"", ""L35.N665"", ""L27.N3309"", ""L34.N2905"", ""L35.N641""]",disgust,0.6701,0.7324,long_term,126.99,False
847,2025-10-06T21:10:00,learning_discovery,Trial_0847_learning_discovery,neutral,"[""L44.N1327"", ""L28.N4058"", ""L35.N2850"", ""L39.N594"", ""L40.N1595"", ""L34.N116"", ""L42.N382"", ""L41.N1850"", ""L32.N2700"", ""L29.N386"", ""L46.N2571"", ""L32.N2664"", ""L38.N3136"", ""L41.N1966""]",neutral,0.6238,0.8562,long_term,236.49,True
848,2025-10-06T21:20:00,learning_discovery,Trial_0848_learning_discovery,neutral,"[""L46.N823"", ""L28.N2397"", ""L25.N2990"", ""L42.N312"", ""L39.N2604"", ""L30.N3740"", ""L40.N3058""]",neutral,0.5925,0.5692,short_term,579.93,True
849,2025-10-06T21:30:00,autonomous_thought,Trial_0849_autonomous_thought,neutral,"[""L36.N3693"", ""L38.N2270"", ""L25.N2949"", ""L32.N2318"", ""L43.N1519"", ""L25.N1410"", ""L46.N2995"", ""L46.N820"", ""L31.N3367"", ""L44.N2342"", ""L34.N245"", ""L36.N1639"", ""L32.N239"", ""L28.N2358"", ""L37.N1856"", ""L47.N1906"", ""L40.N2069""]",neutral,0.6862,0.9996,long_term,65.64,True
850,2025-10-06T21:40:00,creative_output,Trial_0850_creative_output,sadness,"[""L31.N3432"", ""L36.N1579"", ""L32.N1375"", ""L43.N3543"", ""L34.N3684"", ""L42.N2260"", ""L41.N1418"", ""L34.N2917"", ""L24.N2485""]",sadness,0.6582,0.1559,long_term,186.03,True
851,2025-10-06T21:50:00,user_interaction,Trial_0851_user_interaction,joy,"[""L30.N1125"", ""L46.N2025"", ""L28.N1888"", ""L38.N3512"", ""L28.N2963"", ""L29.N2916"", ""L40.N1137"", ""L27.N3255"", ""L44.N2806"", ""L25.N295"", ""L28.N3779"", ""L45.N1150"", ""L37.N1987"", ""L31.N2175"", ""L26.N1709"", ""L41.N3958"", ""L35.N462"", ""L43.N2611""]",joy,0.3736,0.7302,long_term,417.12,True
852,2025-10-06T22:00:00,memory_recall,Trial_0852_memory_recall,sadness,"[""L25.N1471"", ""L27.N337"", ""L35.N2865"", ""L44.N3081"", ""L44.N1127"", ""L41.N976"", ""L42.N2245""]",sadness,0.3885,0.5603,short_term,576.65,True
853,2025-10-06T22:10:00,creative_output,Trial_0853_creative_output,disgust,"[""L32.N1549"", ""L37.N3507"", ""L37.N2448"", ""L25.N2157"", ""L45.N2356"", ""L35.N2102"", ""L39.N2303"", ""L45.N2469"", ""L41.N1638"", ""L25.N2860"", ""L46.N2311"", ""L35.N2880"", ""L32.N2727"", ""L32.N3588"", ""L36.N557"", ""L27.N2960"", ""L32.N1949"", ""L43.N334""]",disgust,0.2988,0.614,long_term,404.44,True
854,2025-10-06T22:20:00,creative_output,Trial_0854_creative_output,fear,"[""L39.N310"", ""L33.N1281"", ""L37.N3585"", ""L41.N2176"", ""L36.N2373"", ""L45.N2064"", ""L40.N341"", ""L34.N837"", ""L43.N2818"", ""L37.N1272"", ""L29.N2896"", ""L26.N2224""]",fear,0.4844,0.299,short_term,548.58,True
855,2025-10-06T22:30:00,user_interaction,Trial_0855_user_interaction,joy,"[""L31.N3718"", ""L41.N9"", ""L46.N1737"", ""L42.N1558"", ""L24.N449"", ""L24.N1800"", ""L38.N1809"", ""L41.N245"", ""L30.N1997"", ""L41.N3581"", ""L43.N2130""]",joy,0.8087,0.8704,long_term,176.14,True
856,2025-10-06T22:40:00,conversation,Trial_0856_conversation,sadness,"[""L47.N1106"", ""L43.N3690"", ""L32.N3572"", ""L45.N347"", ""L39.N330"", ""L25.N1944"", ""L31.N3958"", ""L44.N2436"", ""L34.N746"", ""L32.N3850"", ""L28.N1384"", ""L24.N4030"", ""L33.N1018"", ""L31.N2578"", ""L39.N3052"", ""L47.N3940"", ""L41.N2024"", ""L27.N1613"", ""L30.N1931""]",sadness,0.6352,0.2198,long_term,70.13,True
857,2025-10-06T22:50:00,learning_discovery,Trial_0857_learning_discovery,joy,"[""L30.N2707"", ""L40.N324"", ""L31.N1321"", ""L29.N2228"", ""L25.N121"", ""L28.N265"", ""L26.N2124"", ""L39.N878"", ""L25.N2941"", ""L26.N435"", ""L41.N1085"", ""L43.N2163"", ""L38.N2485"", ""L28.N1302"", ""L34.N982"", ""L26.N3048"", ""L30.N886"", ""L25.N3822""]",joy,0.8471,0.9249,vital,443.74,True
858,2025-10-06T23:00:00,memory_recall,Trial_0858_memory_recall,neutral,"[""L43.N2275"", ""L24.N1237"", ""L31.N2295"", ""L38.N1431"", ""L44.N1599"", ""L45.N36"", ""L43.N1547"", ""L43.N83"", ""L27.N1117"", ""L45.N718""]",neutral,0.4095,0.2795,short_term,157.8,True
859,2025-10-06T23:10:00,task_completion,Trial_0859_task_completion,fear,"[""L32.N151"", ""L33.N1061"", ""L34.N3176"", ""L28.N2985"", ""L43.N2573"", ""L29.N2179"", ""L47.N95"", ""L46.N3060"", ""L33.N2421"", ""L34.N1039"", ""L30.N2655"", ""L41.N3480"", ""L30.N1719"", ""L44.N4014"", ""L42.N977""]",fear,0.7651,0.9565,vital,82.73,True
860,2025-10-06T23:20:00,learning_discovery,Trial_0860_learning_discovery,surprise,"[""L40.N461"", ""L40.N2136"", ""L44.N2870"", ""L29.N3667"", ""L40.N83"", ""L31.N2668"", ""L39.N2219"", ""L40.N529"", ""L31.N318"", ""L41.N1098"", ""L36.N3531""]",neutral,0.6059,0.9568,long_term,452.5,False
861,2025-10-06T23:30:00,conversation,Trial_0861_conversation,surprise,"[""L26.N3784"", ""L34.N3367"", ""L27.N2485"", ""L47.N1555"", ""L38.N3676"", ""L28.N3366"", ""L31.N2694"", ""L31.N3935"", ""L27.N2080"", ""L45.N3876""]",surprise,0.5537,0.8666,long_term,457.88,True
862,2025-10-06T23:40:00,autonomous_thought,Trial_0862_autonomous_thought,fear,"[""L29.N2780"", ""L29.N401"", ""L45.N98"", ""L38.N1798"", ""L36.N361"", ""L27.N2575"", ""L32.N3092"", ""L33.N2642"", ""L40.N832"", ""L36.N1059"", ""L38.N313"", ""L33.N1299"", ""L32.N1639""]",sadness,0.8214,0.9497,vital,559.32,False
863,2025-10-06T23:50:00,autonomous_thought,Trial_0863_autonomous_thought,neutral,"[""L40.N3844"", ""L37.N3344"", ""L34.N2330"", ""L27.N1558"", ""L46.N880"", ""L25.N1172"", ""L45.N3648"", ""L41.N3078""]",neutral,0.6683,0.7345,long_term,64.13,True
864,2025-10-07T00:00:00,error_event,Trial_0864_error_event,disgust,"[""L32.N2120"", ""L25.N1745"", ""L28.N601"", ""L46.N1419"", ""L37.N3835"", ""L36.N354"", ""L38.N846"", ""L26.N115"", ""L42.N1102"", ""L42.N3079"", ""L46.N3852"", ""L46.N542"", ""L33.N641"", ""L34.N1432"", ""L45.N3709"", ""L42.N968""]",neutral,0.8908,0.9197,vital,570.63,False
865,2025-10-07T00:10:00,user_interaction,Trial_0865_user_interaction,fear,"[""L31.N3374"", ""L29.N1798"", ""L43.N3536"", ""L27.N1159"", ""L36.N1879"", ""L37.N3313"", ""L46.N1084"", ""L40.N1841"", ""L37.N1495"", ""L34.N393"", ""L36.N3068"", ""L43.N911""]",fear,0.6752,0.4588,long_term,259.16,True
866,2025-10-07T00:20:00,error_event,Trial_0866_error_event,joy,"[""L26.N3659"", ""L31.N1272"", ""L28.N3376"", ""L33.N1748"", ""L40.N360"", ""L36.N2281"", ""L31.N326"", ""L25.N1249"", ""L27.N2536"", ""L37.N791"", ""L34.N1886"", ""L44.N381"", ""L30.N1371"", ""L42.N2499""]",joy,0.3174,0.1877,short_term,297.31,True
867,2025-10-07T00:30:00,conversation,Trial_0867_conversation,surprise,"[""L46.N2802"", ""L44.N3985"", ""L44.N902"", ""L34.N3113"", ""L34.N246"", ""L32.N3362"", ""L47.N1636"", ""L46.N2912"", ""L24.N2131""]",surprise,0.5345,0.7647,long_term,137.21,True
868,2025-10-07T00:40:00,memory_recall,Trial_0868_memory_recall,anger,"[""L40.N418"", ""L46.N258"", ""L44.N2358"", ""L36.N3393"", ""L26.N3411"", ""L39.N1268"", ""L35.N2552"", ""L32.N3951"", ""L27.N61"", ""L43.N561"", ""L24.N3366"", ""L43.N2891"", ""L31.N1767"", ""L47.N2037"", ""L32.N2925"", ""L43.N3780"", ""L43.N1876"", ""L25.N1492"", ""L33.N2263""]",anger,0.1624,0.4264,short_term,470.76,True
869,2025-10-07T00:50:00,autonomous_thought,Trial_0869_autonomous_thought,neutral,"[""L35.N2090"", ""L33.N1644"", ""L32.N1583"", ""L44.N725"", ""L40.N3711"", ""L28.N1221""]",neutral,0.2847,0.5141,short_term,384.91,True
870,2025-10-07T01:00:00,learning_discovery,Trial_0870_learning_discovery,anger,"[""L43.N507"", ""L33.N3365"", ""L25.N194"", ""L38.N1385"", ""L40.N3942"", ""L25.N1510"", ""L38.N1602"", ""L28.N3317"", ""L31.N2659""]",anger,0.3795,0.1186,short_term,242.44,True
871,2025-10-07T01:10:00,creative_output,Trial_0871_creative_output,joy,"[""L28.N400"", ""L29.N2796"", ""L32.N2039"", ""L35.N1449"", ""L24.N1322"", ""L29.N1730"", ""L29.N808"", ""L45.N3518"", ""L31.N413"", ""L38.N1813"", ""L29.N3167"", ""L46.N2218"", ""L33.N543"", ""L34.N1411"", ""L36.N71""]",disgust,0.7098,0.9119,vital,547.98,False
872,2025-10-07T01:20:00,autonomous_thought,Trial_0872_autonomous_thought,joy,"[""L35.N3486"", ""L46.N2672"", ""L42.N2021"", ""L44.N1540"", ""L29.N3106"", ""L39.N670"", ""L41.N2573"", ""L38.N1241"", ""L27.N3274"", ""L28.N1384"", ""L28.N3782"", ""L41.N177"", ""L43.N2359"", ""L25.N3481"", ""L46.N3359"", ""L36.N3596"", ""L40.N1240"", ""L45.N26""]",joy,0.4988,0.277,short_term,378.32,True
873,2025-10-07T01:30:00,error_event,Trial_0873_error_event,neutral,"[""L28.N4068"", ""L27.N1590"", ""L36.N3715"", ""L41.N911"", ""L41.N3649"", ""L46.N3907"", ""L43.N2192"", ""L43.N3589"", ""L41.N979"", ""L30.N1772"", ""L32.N1825"", ""L31.N1773"", ""L45.N2007"", ""L41.N93"", ""L24.N342"", ""L32.N2408""]",disgust,0.326,0.7559,long_term,122.01,False
874,2025-10-07T01:40:00,memory_recall,Trial_0874_memory_recall,surprise,"[""L27.N1515"", ""L25.N0"", ""L46.N901"", ""L39.N2305"", ""L37.N2675"", ""L35.N794""]",surprise,0.4032,0.1848,short_term,94.48,True
875,2025-10-07T01:50:00,learning_discovery,Trial_0875_learning_discovery,surprise,"[""L40.N3312"", ""L30.N2596"", ""L42.N1688"", ""L44.N3321"", ""L42.N3624"", ""L40.N2621"", ""L32.N1165"", ""L28.N1461""]",surprise,0.3737,0.8483,long_term,357.36,True
876,2025-10-07T02:00:00,autonomous_thought,Trial_0876_autonomous_thought,surprise,"[""L38.N1220"", ""L24.N234"", ""L32.N3686"", ""L25.N3292"", ""L40.N1519"", ""L39.N3373"", ""L25.N3986"", ""L26.N935""]",surprise,0.1922,0.2476,short_term,96.89,True
877,2025-10-07T02:10:00,learning_discovery,Trial_0877_learning_discovery,sadness,"[""L31.N3387"", ""L24.N1827"", ""L30.N728"", ""L24.N2615"", ""L41.N2947"", ""L43.N1773"", ""L31.N986"", ""L41.N1446""]",sadness,0.1585,0.1873,short_term,424.81,True
878,2025-10-07T02:20:00,user_interaction,Trial_0878_user_interaction,sadness,"[""L46.N836"", ""L33.N2157"", ""L32.N305"", ""L43.N2053"", ""L34.N1716"", ""L40.N360"", ""L26.N2703"", ""L43.N1123""]",sadness,0.3754,0.2047,short_term,273.35,True
879,2025-10-07T02:30:00,error_event,Trial_0879_error_event,sadness,"[""L42.N2323"", ""L39.N3639"", ""L42.N3380"", ""L40.N2556"", ""L27.N1809""]",surprise,0.8493,0.2592,long_term,80.6,False
880,2025-10-07T02:40:00,learning_discovery,Trial_0880_learning_discovery,sadness,"[""L28.N380"", ""L32.N309"", ""L46.N1693"", ""L47.N2894"", ""L32.N1165"", ""L44.N3447"", ""L25.N1497"", ""L41.N3436""]",sadness,0.4445,0.4525,short_term,405.63,True
881,2025-10-07T02:50:00,user_interaction,Trial_0881_user_interaction,sadness,"[""L47.N2537"", ""L42.N458"", ""L28.N337"", ""L26.N3943"", ""L34.N3284"", ""L42.N4020"", ""L26.N1547"", ""L38.N345""]",sadness,0.4914,0.4298,short_term,525.55,True
882,2025-10-07T03:00:00,creative_output,Trial_0882_creative_output,fear,"[""L32.N2897"", ""L26.N1110"", ""L37.N2233"", ""L47.N820"", ""L28.N2788"", ""L27.N568"", ""L45.N508""]",fear,0.3192,0.2627,short_term,383.99,True
883,2025-10-07T03:10:00,user_interaction,Trial_0883_user_interaction,surprise,"[""L39.N3579"", ""L25.N3229"", ""L31.N2306"", ""L46.N1180"", ""L32.N3677"", ""L34.N1044"", ""L47.N1011"", ""L24.N3456"", ""L45.N455""]",surprise,0.5157,0.481,short_term,562.19,True
884,2025-10-07T03:20:00,memory_recall,Trial_0884_memory_recall,joy,"[""L34.N391"", ""L30.N2080"", ""L31.N920"", ""L47.N1945"", ""L40.N3070"", ""L34.N3558"", ""L32.N3789""]",joy,0.4519,0.1333,short_term,344.92,True
885,2025-10-07T03:30:00,error_event,Trial_0885_error_event,sadness,"[""L46.N2779"", ""L36.N1188"", ""L31.N334"", ""L45.N2779"", ""L27.N3232"", ""L29.N2807"", ""L42.N971"", ""L30.N940"", ""L30.N3432"", ""L24.N1268"", ""L47.N556"", ""L42.N1396"", ""L24.N3999""]",sadness,0.5801,0.8749,long_term,304.87,True
886,2025-10-07T03:40:00,user_interaction,Trial_0886_user_interaction,neutral,"[""L28.N3514"", ""L26.N2078"", ""L25.N1273"", ""L45.N2057"", ""L29.N850"", ""L40.N370"", ""L36.N1840"", ""L46.N2193"", ""L34.N3962"", ""L43.N3475"", ""L36.N3159""]",neutral,0.512,0.9138,vital,63.7,True
887,2025-10-07T03:50:00,learning_discovery,Trial_0887_learning_discovery,disgust,"[""L44.N3077"", ""L30.N1244"", ""L44.N1110"", ""L43.N452"", ""L45.N392"", ""L45.N4041"", ""L37.N3050""]",disgust,0.5638,0.6842,long_term,480.01,True
888,2025-10-07T04:00:00,learning_discovery,Trial_0888_learning_discovery,joy,"[""L39.N934"", ""L24.N2556"", ""L25.N1256"", ""L46.N3313"", ""L44.N2067"", ""L41.N3793"", ""L33.N3047"", ""L44.N2119"", ""L25.N177"", ""L34.N1898"", ""L42.N298"", ""L33.N2567"", ""L38.N4039"", ""L42.N1728"", ""L46.N2995"", ""L26.N52""]",joy,0.3059,0.4632,short_term,272.46,True
889,2025-10-07T04:10:00,creative_output,Trial_0889_creative_output,neutral,"[""L40.N1627"", ""L39.N488"", ""L45.N2354"", ""L24.N2556"", ""L41.N2685"", ""L29.N2469"", ""L35.N1474"", ""L34.N2437"", ""L37.N1471"", ""L41.N2895"", ""L47.N268"", ""L24.N2725"", ""L37.N656"", ""L36.N2828"", ""L32.N3973"", ""L29.N1656"", ""L28.N1336"", ""L44.N2861""]",neutral,0.6117,0.7834,long_term,257.18,True
890,2025-10-07T04:20:00,memory_recall,Trial_0890_memory_recall,surprise,"[""L40.N444"", ""L45.N285"", ""L34.N3676"", ""L30.N4040"", ""L37.N3606"", ""L27.N2189"", ""L43.N1463""]",surprise,0.4855,0.8525,long_term,147.24,True
891,2025-10-07T04:30:00,creative_output,Trial_0891_creative_output,neutral,"[""L40.N2232"", ""L37.N862"", ""L36.N2713"", ""L37.N2937"", ""L39.N3711"", ""L44.N603"", ""L38.N733"", ""L42.N3893"", ""L34.N1131"", ""L34.N539"", ""L46.N1732"", ""L31.N2713"", ""L29.N2207"", ""L39.N3935"", ""L35.N1989"", ""L36.N614"", ""L31.N3819"", ""L25.N2390""]",neutral,0.892,0.6217,long_term,321.25,True
892,2025-10-07T04:40:00,conversation,Trial_0892_conversation,surprise,"[""L37.N1524"", ""L40.N477"", ""L39.N238"", ""L40.N609"", ""L35.N2146"", ""L32.N3397"", ""L29.N2342"", ""L31.N890"", ""L26.N1751"", ""L38.N2485"", ""L29.N3338"", ""L26.N367"", ""L29.N2602"", ""L31.N1884"", ""L46.N4009"", ""L33.N3958"", ""L26.N3417""]",surprise,0.444,0.8478,long_term,56.22,True
893,2025-10-07T04:50:00,user_interaction,Trial_0893_user_interaction,fear,"[""L36.N3432"", ""L44.N2859"", ""L37.N2340"", ""L29.N108"", ""L36.N2647"", ""L29.N1517"", ""L34.N2140"", ""L36.N3135"", ""L35.N637"", ""L39.N3813"", ""L32.N2256"", ""L43.N3823"", ""L35.N2513""]",fear,0.4823,0.691,long_term,450.02,True
894,2025-10-07T05:00:00,memory_recall,Trial_0894_memory_recall,neutral,"[""L35.N3771"", ""L24.N4066"", ""L25.N1506"", ""L27.N2029"", ""L46.N3441"", ""L46.N4030"", ""L28.N3438"", ""L39.N3367"", ""L47.N884"", ""L31.N3483"", ""L30.N3365"", ""L30.N2934"", ""L42.N2389"", ""L45.N3930"", ""L24.N2220"", ""L30.N2207"", ""L24.N713""]",joy,0.4267,0.8411,long_term,429.38,False
895,2025-10-07T05:10:00,task_completion,Trial_0895_task_completion,surprise,"[""L29.N3764"", ""L34.N2294"", ""L32.N2205"", ""L45.N2745"", ""L30.N2632"", ""L46.N2533"", ""L42.N1837"", ""L24.N409"", ""L39.N2952"", ""L46.N1038""]",surprise,0.253,0.5009,short_term,184.74,True
896,2025-10-07T05:20:00,creative_output,Trial_0896_creative_output,anger,"[""L37.N2838"", ""L46.N3216"", ""L36.N3193"", ""L25.N1124"", ""L27.N3165"", ""L26.N249""]",anger,0.7746,0.3812,long_term,273.25,True
897,2025-10-07T05:30:00,creative_output,Trial_0897_creative_output,surprise,"[""L33.N0"", ""L32.N1903"", ""L32.N2427"", ""L35.N3968"", ""L39.N1885"", ""L31.N4077"", ""L37.N649""]",surprise,0.6074,0.8041,long_term,532.72,True
898,2025-10-07T05:40:00,conversation,Trial_0898_conversation,surprise,"[""L35.N403"", ""L43.N2294"", ""L28.N4032"", ""L34.N2606"", ""L33.N1852"", ""L38.N3035"", ""L36.N3374"", ""L25.N885"", ""L36.N4075"", ""L46.N2339"", ""L35.N174"", ""L36.N3009"", ""L43.N2895"", ""L37.N2740""]",anger,0.46,0.6196,long_term,63.42,False
899,2025-10-07T05:50:00,creative_output,Trial_0899_creative_output,surprise,"[""L40.N2752"", ""L32.N148"", ""L41.N1002"", ""L37.N353"", ""L43.N2602"", ""L25.N3459"", ""L36.N3685"", ""L30.N1109"", ""L43.N1977"", ""L26.N3331""]",disgust,0.003,0.4289,short_term,325.04,False
900,2025-10-07T06:00:00,task_completion,Trial_0900_task_completion,joy,"[""L45.N1531"", ""L39.N3741"", ""L27.N3056"", ""L33.N1052"", ""L30.N3487"", ""L36.N2040"", ""L36.N4021"", ""L37.N2693"", ""L39.N808"", ""L43.N3951"", ""L44.N2292"", ""L35.N2959"", ""L28.N919"", ""L34.N2496"", ""L33.N3562"", ""L38.N2297"", ""L26.N542"", ""L47.N1102""]",joy,0.0571,0.576,short_term,283.38,True
901,2025-10-07T06:10:00,memory_recall,Trial_0901_memory_recall,surprise,"[""L39.N3191"", ""L39.N2612"", ""L24.N1199"", ""L29.N3885"", ""L34.N2848"", ""L43.N592"", ""L46.N690"", ""L25.N1133"", ""L31.N664"", ""L46.N405"", ""L29.N1416"", ""L28.N516"", ""L41.N3733"", ""L37.N907"", ""L35.N3477"", ""L29.N1507"", ""L38.N54"", ""L38.N1855""]",surprise,0.2125,0.4665,short_term,236.77,True
902,2025-10-07T06:20:00,learning_discovery,Trial_0902_learning_discovery,neutral,"[""L31.N1416"", ""L47.N3871"", ""L26.N3065"", ""L24.N2730"", ""L36.N2699"", ""L44.N3174"", ""L25.N352"", ""L43.N1730"", ""L27.N2192"", ""L41.N3536""]",neutral,0.4543,0.8495,long_term,152.2,True
903,2025-10-07T06:30:00,user_interaction,Trial_0903_user_interaction,fear,"[""L25.N3241"", ""L35.N2988"", ""L34.N2228"", ""L31.N1979"", ""L43.N3076"", ""L25.N139"", ""L25.N261"", ""L45.N18"", ""L35.N2584"", ""L36.N1488""]",fear,0.4525,0.2536,short_term,190.31,True
904,2025-10-07T06:40:00,creative_output,Trial_0904_creative_output,neutral,"[""L26.N832"", ""L38.N3889"", ""L43.N3458"", ""L38.N698"", ""L45.N1723""]",neutral,0.8138,0.3478,long_term,455.22,True
905,2025-10-07T06:50:00,user_interaction,Trial_0905_user_interaction,joy,"[""L31.N2914"", ""L41.N1040"", ""L39.N1305"", ""L45.N124"", ""L36.N3491"", ""L26.N714"", ""L25.N3921"", ""L27.N912"", ""L29.N4073"", ""L34.N772"", ""L41.N1080""]",joy,0.3465,0.3701,short_term,492.83,True
906,2025-10-07T07:00:00,conversation,Trial_0906_conversation,fear,"[""L31.N1664"", ""L39.N793"", ""L40.N3497"", ""L29.N358"", ""L41.N1857"", ""L44.N1800"", ""L28.N1575"", ""L47.N1668"", ""L47.N878"", ""L31.N2302"", ""L28.N1604"", ""L43.N4048"", ""L32.N2145"", ""L24.N3477"", ""L44.N1002"", ""L38.N576"", ""L30.N3990"", ""L42.N1527""]",fear,0.3486,0.3592,short_term,316.14,True
907,2025-10-07T07:10:00,task_completion,Trial_0907_task_completion,joy,"[""L35.N2380"", ""L38.N1138"", ""L40.N1356"", ""L25.N3999"", ""L41.N2142"", ""L34.N1124"", ""L27.N801"", ""L39.N2654"", ""L30.N1031"", ""L31.N2657"", ""L38.N260"", ""L42.N457"", ""L32.N1720"", ""L45.N1436""]",joy,0.6503,0.3725,long_term,495.86,True
908,2025-10-07T07:20:00,user_interaction,Trial_0908_user_interaction,surprise,"[""L24.N2770"", ""L46.N3602"", ""L40.N87"", ""L46.N1652"", ""L33.N1508"", ""L45.N294"", ""L39.N1404"", ""L26.N1306"", ""L35.N685""]",surprise,0.4001,0.687,long_term,356.42,True
909,2025-10-07T07:30:00,task_completion,Trial_0909_task_completion,neutral,"[""L41.N3158"", ""L45.N3907"", ""L39.N1290"", ""L41.N1087"", ""L46.N4079"", ""L30.N2388"", ""L26.N1528"", ""L28.N689"", ""L40.N672"", ""L39.N398"", ""L36.N2534"", ""L26.N1047"", ""L46.N3130"", ""L36.N239""]",neutral,0.4989,0.7044,long_term,76.82,True
